Title,Cinema Name,Friday 08,Monday 11,Saturday 09,Sunday 10,Tuesday 12
Family Business,Deeb Mall Cinema,"03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM"
Family Business,Diamond Bandar Maadi Cinema,"01:30 PM, 05:30 PM","01:30 PM, 05:30 PM","01:30 PM, 05:30 PM","01:30 PM, 05:30 PM","01:30 PM, 05:30 PM"
Family Business,Diamond Marseille Park Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,Golf City Cinema,"01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Family Business,Kiroseiz Sharm El-Shaikh ...,"01:30 AM, 06:00 PM, 08:30 PM, 11:00 PM","01:30 AM, 06:00 PM, 08:30 PM, 11:00 PM","01:30 AM, 06:00 PM, 08:30 PM, 11:00 PM","01:30 AM, 06:00 PM, 08:30 PM, 11:00 PM","01:30 AM, 06:00 PM, 08:30 PM, 11:00 PM"
Family Business,Lido Cinema Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Family Business,Madinaty Cinema,11:00 PM,11:00 PM,11:00 PM,11:00 PM,11:00 PM
Family Business,Metro Cairo Cinema,"01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Family Business,Nile View Banha Cinema,"03:45 PM, 09:45 PM, 10:30 AM","03:45 PM, 09:45 PM, 10:30 AM","03:45 PM, 09:45 PM, 10:30 AM","03:45 PM, 09:45 PM, 10:30 AM","03:45 PM, 09:45 PM, 10:30 AM"
Family Business,Odeon Cinema,"05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM"
Family Business,Pigalle Cinema,"02:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,Renaissance Masria plaza C...,"01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM"
Family Business,Renaissance Smouha Complex ...,"04:15 PM, 08:15 PM, 12:15 AM, 12:15 PM","04:15 PM, 08:15 PM, 12:15 AM, 12:15 PM","04:15 PM, 08:15 PM, 12:15 AM, 12:15 PM","04:15 PM, 08:15 PM, 12:15 AM, 12:15 PM","04:15 PM, 08:15 PM, 12:15 AM, 12:15 PM"
Family Business,San Stefano Mall Cinema,"03:45 PM, 08:00 PM, 10:30 AM","03:45 PM, 08:00 PM, 10:30 AM","03:45 PM, 08:00 PM, 10:30 AM","03:45 PM, 08:00 PM, 10:30 AM","03:45 PM, 08:00 PM, 10:30 AM"
Family Business,Univrsal Cinema,"01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM"
GOAT,Cairo Festival Scene Cinema,"01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM"
GOAT,Golf City Cinema,"01:15 PM, 03:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 10:30 AM"
GOAT,Sea cinema El-gouna Cinema,04:00 PM,04:00 PM,04:00 PM,04:00 PM,04:00 PM
GOAT,Vox City Center Cinema,"02:20 PM, 11:45 AM",01:20 PM,01:30 PM,02:00 PM,02:00 PM
GOAT,Vox City Centre Almaza Cinema,"02:30 PM, 04:45 PM, 11:00 AM, 12:15 PM","01:30 PM, 03:45 PM","01:30 PM, 03:45 PM","03:15 PM, 12:45 PM","03:15 PM, 12:45 PM"
GOAT,Vox Mall of Egypt Cinema,"02:30 PM, 04:45 PM, 07:00 PM, 10:00 AM, 12:15 PM","03:00 PM, 05:15 PM, 12:45 PM","03:00 PM, 05:15 PM, 12:45 PM","01:15 PM, 03:30 PM, 05:45 PM","01:15 PM, 03:30 PM, 05:45 PM"
Hokum,Arkan Cinema,"09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM"
Hokum,Cairo Festival Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Hokum,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Hokum,Dandy Mall Cinema,"01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM"
Hokum,Galaxy Cineplex Mall of Ara...,"01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM"
Hokum,Galaxy El.Manyal Cinema,"09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM"
Hokum,Golf City Cinema,"01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM"
Hokum,Green Plaza Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 11:00 AM"
Hokum,Madinaty Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Hokum,Nile City Cinema,"04:00 PM, 09:30 PM, 12:00 AM","04:00 PM, 09:30 PM, 12:00 AM","04:00 PM, 09:30 PM, 12:00 AM","04:00 PM, 09:30 PM, 12:00 AM","04:00 PM, 09:30 PM, 12:00 AM"
Hokum,Premiere Americana Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Hokum,Premiere Point 90 Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Hokum,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Hokum,Vox City Centre Almaza Cinema,"01:15 PM, 06:00 PM, 10:50 PM","04:30 PM, 09:30 PM, 11:30 AM","04:30 PM, 09:30 PM, 11:30 AM","04:45 PM, 09:45 PM, 11:45 AM","04:45 PM, 09:45 PM, 11:45 AM"
Hokum,Vox Mall of Egypt Cinema,"05:15 PM, 10:00 PM, 12:30 PM","03:45 PM, 08:45 PM","03:45 PM, 08:45 PM","04:00 PM, 08:45 PM","04:00 PM, 08:45 PM"
Hokum,Zawya Cinema,"04:30 PM, 09:30 PM","02:00 PM, 07:00 PM",04:30 PM,"02:00 PM, 09:30 PM","02:00 PM, 09:30 PM"
Hokum,altahrir Cinema,"07:15 PM, 09:45 PM, 12:15 AM","07:15 PM, 09:45 PM, 12:15 AM","07:15 PM, 09:45 PM, 12:15 AM","07:15 PM, 09:45 PM, 12:15 AM","07:15 PM, 09:45 PM, 12:15 AM"
Hoppers,Cairo Festival Scene Cinema,"01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:30 AM"
Hoppers,Cine Max Cinema,"01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM","01:00 PM, 10:30 AM"
Hoppers,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:15 AM"
Inta Habibi,Zawya Cinema,07:00 PM,,,,
Lee Cronin's The Mummy,Al.Karawan Port Said Cinema,"02:00 PM, 06:00 PM, 10:00 PM","02:00 PM, 06:00 PM, 10:00 PM","02:00 PM, 06:00 PM, 10:00 PM","02:00 PM, 06:00 PM, 10:00 PM","02:00 PM, 06:00 PM, 10:00 PM"
Lee Cronin's The Mummy,Arkan Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM"
Lee Cronin's The Mummy,Cairo Festival Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM"
Lee Cronin's The Mummy,Cine Max Cinema,"01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM"
Lee Cronin's The Mummy,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Lee Cronin's The Mummy,District 5 Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM"
Lee Cronin's The Mummy,Downtown Cinema,"03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM"
Lee Cronin's The Mummy,Galaxy Cineplex Mall of Ara...,"01:00 PM, 03:30 PM, 06:00 PM, 08:45 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:30 PM, 06:00 PM, 08:45 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:30 PM, 06:00 PM, 08:45 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:30 PM, 06:00 PM, 08:45 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:30 PM, 06:00 PM, 08:45 PM, 10:30 AM, 12:00 AM"
Lee Cronin's The Mummy,Galaxy El.Manyal Cinema,"01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM"
Lee Cronin's The Mummy,Galaxy ElMaadi Cinema,"02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM"
Lee Cronin's The Mummy,Galaxy Elgezeera Plaza Cinema,"05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM"
Lee Cronin's The Mummy,Galaxy Tanta Cinema,"01:15 PM, 04:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Lee Cronin's The Mummy,Golden Stars DELUX Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Lee Cronin's The Mummy,Golden Stars VIP Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Lee Cronin's The Mummy,Golf City Cinema,"01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM","01:15 PM, 09:30 PM"
Lee Cronin's The Mummy,Grand Hurghada Cinema,"06:45 PM, 09:30 PM, 12:15 AM","06:45 PM, 09:30 PM, 12:15 AM","06:45 PM, 09:30 PM, 12:15 AM","06:45 PM, 09:30 PM, 12:15 AM","06:45 PM, 09:30 PM, 12:15 AM"
Lee Cronin's The Mummy,Green Plaza Cinema,"03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM"
Lee Cronin's The Mummy,Hilton Cairo Grand Nile ( G...,"02:15 PM, 06:30 PM","02:15 PM, 06:30 PM","02:15 PM, 06:30 PM","02:15 PM, 06:30 PM","02:15 PM, 06:30 PM"
Lee Cronin's The Mummy,Madinaty Cinema,"01:00 PM, 03:45 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:45 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:45 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:45 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 03:45 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM"
Lee Cronin's The Mummy,Nile View Banha Cinema,"01:00 PM, 04:00 PM, 10:30 AM","01:00 PM, 04:00 PM, 10:30 AM","01:00 PM, 04:00 PM, 10:30 AM","01:00 PM, 04:00 PM, 10:30 AM","01:00 PM, 04:00 PM, 10:30 AM"
Lee Cronin's The Mummy,Premiere Americana Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM"
Lee Cronin's The Mummy,Premiere Point 90 Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Lee Cronin's The Mummy,Renaissance Smouha Complex ...,"02:45 PM, 07:15 PM, 10:15 AM, 11:45 PM","02:45 PM, 07:15 PM, 10:15 AM, 11:45 PM","02:45 PM, 07:15 PM, 10:15 AM, 11:45 PM","02:45 PM, 07:15 PM, 10:15 AM, 11:45 PM","02:45 PM, 07:15 PM, 10:15 AM, 11:45 PM"
Lee Cronin's The Mummy,San Stefano Mall Cinema,"01:00 PM, 03:30 PM, 10:30 AM, 11:00 PM","01:00 PM, 03:30 PM, 10:30 AM, 11:00 PM","01:00 PM, 03:30 PM, 10:30 AM, 11:00 PM","01:00 PM, 03:30 PM, 10:30 AM, 11:00 PM","01:00 PM, 03:30 PM, 10:30 AM, 11:00 PM"
Lee Cronin's The Mummy,Sea cinema Amir Cinema,"01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM"
Lee Cronin's The Mummy,Sea cinema Arabella Cinema,"01:00 AM, 01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM","01:00 AM, 01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM","01:00 AM, 01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM","01:00 AM, 01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM","01:00 AM, 01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM"
Lee Cronin's The Mummy,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Lee Cronin's The Mummy,Vox City Center Cinema,06:45 PM,08:15 PM,08:00 PM,05:45 PM,06:00 PM
Lee Cronin's The Mummy,Vox City Centre Almaza Cinema,10:15 PM,09:15 PM,09:15 PM,09:15 PM,09:15 PM
Lee Cronin's The Mummy,Vox Mall of Egypt Cinema,"07:25 PM, 10:15 PM","06:10 PM, 09:00 PM","06:10 PM, 09:00 PM","06:10 PM, 09:00 PM","06:10 PM, 09:00 PM"
Lee Cronin's The Mummy,altahrir Cinema,"02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM"
Michael,Al-Rehab Theater Cinema,"01:00 PM, 03:30 PM, 09:00 PM","01:00 PM, 03:30 PM, 09:00 PM","01:00 PM, 03:30 PM, 09:00 PM","01:00 PM, 03:30 PM, 09:00 PM","01:00 PM, 03:30 PM, 09:00 PM"
Michael,Arkan Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM"
Michael,Arkan VIP Cinema,"02:30 PM, 07:45 PM, 12:00 PM","02:30 PM, 07:45 PM, 12:00 PM","02:30 PM, 07:45 PM, 12:00 PM","02:30 PM, 07:45 PM, 12:00 PM","02:30 PM, 07:45 PM, 12:00 PM"
