id,title,media_type,genres,popularity,vote_average,vote_count,year,category,x,y,z,centroid_x,centroid_y,centroid_z,dist_from_centroid
619803,The Roundup 2,movie,"Action, Crime, Thriller, Adventure",7.8735,7.333,422,2022,korean,0.011405705136337095,0.7333000000000001,0.010664105933488325,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.05611124386018101
110415,Snowpiercer,movie,"Action, Science Fiction, Drama",7.2639,6.909,10377,2013,korean,0.010452153398568828,0.6909,0.26223087031234205,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.2327494599825363
50727,The Servant,movie,"Romance, Drama, Comedy",16.821,5.671,41,2010,korean,0.025401610933058826,0.5671,0.0010360861215000506,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.12190749762825828
1290182,You Are the Apple of My Eye,movie,"Romance, Drama, Comedy",7.0995,8.361,61,2025,korean,0.010194994760627386,0.8361000000000001,0.0015414939856464166,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.15527284103506003
705996,Decision to Leave,movie,"Thriller, Mystery, Romance",6.7838,7.319,1487,2022,korean,0.009701168836064655,0.7319,0.03757707469928232,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.05236573009488742
764339,An Affair: My Wife's Friend 2,movie,,7.903,7.0,2,2019,korean,0.011451849782439726,0.7,5.054078641463661e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.03981942529391533
852370,Idol Seungha's R-Rated Film Shooting,movie,Drama,6.691,6.5,45,2021,korean,0.009556008729002818,0.65,0.0011371676943293238,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.05118945442607441
397567,Along with the Gods: The Two Worlds,movie,"Action, Adventure, Drama, Fantasy, Thriller",7.0594,8.032,1180,2017,korean,0.01013226932643364,0.8032,0.029819063984635602,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.1200888935502099
508642,Gonjiam: Haunted Asylum,movie,"Horror, Mystery",7.0486,7.274,911,2018,korean,0.010115375693284204,0.7274,0.023021328211866976,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.04828525946877987
601796,Alienoid,movie,"Science Fiction, Action, Fantasy, Adventure",7.2175,6.775,516,2022,korean,0.010379573345037911,0.6775,0.013039522894976245,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.029088508605093245
49797,I Saw the Devil,movie,"Thriller, Horror",7.2436,7.797,2987,2010,korean,0.010420399625149051,0.7797,0.07548266451025978,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.10690895336608192
713607,Mom's Friend 2020,movie,Romance,6.6814,2.5,2,2020,korean,0.009540992166203318,0.25,5.054078641463661e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.43683536706060094
581392,Peninsula,movie,"Horror, Action, Thriller, Adventure",7.6071,6.719,2568,2020,korean,0.010988995518650962,0.6719,0.06489436975639341,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.042510415775974406
293670,The Wailing,movie,"Horror, Mystery",7.0951,7.375,2032,2016,korean,0.010188112169344283,0.7375,0.0513494389972708,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.06047790209581725
397469,New Folder 2,movie,Drama,6.2592,5.1,5,2015,korean,0.00888057624808363,0.51,0.00012635196603659154,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.17933399230689437
799379,Project Wolf Hunting,movie,"Action, Thriller, Horror, Crime",7.2535,6.439,438,2022,korean,0.010435885455536037,0.6439,0.011068432224805419,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.050609617285905135
538751,The Day of Swapping,movie,Romance,7.1907,5.8,16,2017,korean,0.010337652107222638,0.58,0.0004043262913170929,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.11159501408015389
